,ABF,AAL,ADM,AHT,ANTO,AVV,AZN,BA,BARC,BATS,BDEV,BKG,BLND,BNZL,BP,BRBY,BT-A,CCL,CDI,CNA,CPG,CRDA,CRH,DCC,DGE,DRX,DSG,EXPN,FERG,FRES
21/05/2010,932,2467.575195,1261,105,858.5,917.2770996,2843.5,323.7000122,276.1072998,1992.5,107.3000031,786,437.7999878,714,506.7000122,637,125,2570,7.010000229,272.6000061,583.4404907,1013.126282,1528.300049,1563.730957,1048,326.5,50,592,1775.478149,850
24/05/2010,940.5,2516.349365,1267,105.0999985,865.5,923.2667847,2879,326.7999878,277.9085999,2010,110.1999969,784,438,712.5,493,629.5,125.1999969,2569,7.199999809,272.8999939,577.9155273,1011.53479,1530.900024,1577.515991,1054,329.8999939,50,599.5,1768.63623,841.5
25/05/2010,920.5,2451.151123,1242,100,819.5,893.3184204,2813.5,317.7000122,262.1586914,1959,102.8000031,756,418.2999878,702,485.2000122,612.5,119.8000031,2503,7.400000095,264.6000061,572.3905029,994.453125,1475,1541.331055,1025,326.2999878,50.83330154,584,1693.375122,811.5
26/05/2010,927,2576.072754,1238,100.8000031,863.5,953.21521,2820.5,315.2999878,274.3522034,2006.5,104.1999969,773,427,711.5,492,659,119.9000015,2557,7.25,264.5,585.0980225,1030.208008,1532.599976,1577.515991,1029,329,50,594,1759.513672,843
27/05/2010,950.5,2672.625732,1284,103,895.5,984.0192871,2860,318.2999878,285.344696,2029,109.8000031,803,452.1000061,716,520.7999878,692,124.9000015,2607,7.275000095,271.5,593.385498,1049.942261,1619.5,1632.656006,1048,331.6000061,50,606,1879.247314,883
28/05/2010,957,2648.736328,1290,105.9000015,886,1003.699585,2901.5,322.7000122,281.8345032,2042.5,108,801,450.2000122,716.5,494.7999878,690.5,127,2628,7.275000095,274.7999878,591.7280273,1046.653198,1574.800049,1618.01001,1055,335.6000061,50,618.5,1881.527954,904
01/06/2010,963,2635.298584,1315,107.5,883.5,999.4213257,2904.5,324,280.171814,2115,106.3000031,798.5,456.8999939,726,430,704,129.5,2614,7.255000114,274.5,593.385498,1058.748291,1587.699951,1632.656006,1058,340.5,50,631.5,1895.211792,905.5
02/06/2010,965.5,2579.556641,1307,109.5999985,874.5,1008.833679,2943,325.6000061,273.8902893,2133,105.5,790,461.5,714.5,429.75,723.5,131.3000031,2633,7.239999771,278,619.9055786,1079.649536,1599.800049,1638.687012,1070,341.7000122,50,630,1868.984375,920.5
03/06/2010,978,2592.994385,1319,113.1999969,883,1014.823303,2977,324.2000122,279.6174927,2155.5,107.6999969,796.5,466.7000122,716,432.25,734.5,133.5,2689,7.269999981,284.7000122,620.4581299,1109.887451,1641.099976,1651.610962,1080,340.7999878,50,636,1906.61499,928.5
04/06/2010,976,2505.897705,1315,110,854.5,1006.266724,2950,321,266.5927124,2143,103.4000015,776,456.2000122,714.5,433.3500061,729,130.1000061,2608,7.445000172,281.5,607.7504883,1120.81543,1577.400024,1607.671021,1070,333,50,621,1824.511841,907
07/06/2010,966.5,2446.671875,1323,109.0999985,832,990.864624,2924.5,319.1000061,264.0986023,2135.5,100,770.5,446.1000061,710,430.2999878,724.5,128.3999939,2568,7.349999905,281.3999939,607.197998,1104.370239,1570.5,1606.80896,1060,333.2000122,46.66659927,615,1809.687744,897.5
08/06/2010,963.5,2466.082031,1324,106,838.5,964.3389282,2921.5,320.2999878,255.4615936,2149,95.44999695,756,436.2999878,709,408.8999939,726.5,125.5999985,2505,7.394999981,277.2999878,600.5679932,1092.805542,1550.699951,1599.055054,1063,337.6000061,50,609.5,1737.847656,939
09/06/2010,986,2526.800781,1352,105.9000015,854,966.9058838,2945.5,320.2999878,261.1426086,2148,96.5,751,446.3999939,716.5,391.5499878,747,130.5,2562,7.349999905,277.8999939,618.2481079,1125.271484,1610.900024,1638.687012,1091,347,50,610.5,1783.460449,982.5
10/06/2010,992.5,2609.418213,1366,112.6999969,872,968.6171875,2989,324.8999939,265.8999023,2161,97.19999695,759,458.2000122,730,365.5,784,131.8000031,2588,7.385000229,284.7999878,625.9830933,1134.077637,1657.400024,1672.287964,1102,355.6000061,50,621,1821.090942,1013
11/06/2010,994.5,2564.625732,1372,108.9000015,856.5,962.6275024,3056,321.2000122,268.6711121,2161.5,99.09999847,761,454,724,391.8999939,786,135.8999939,2588,7.320000172,286.7999878,622.1156006,1137.366577,1635,1685.21106,1104,367.8999939,46.66659927,622,1810.828125,1009
14/06/2010,1002,2660.18335,1375,113.0999985,878,981.4522705,3057,323,278.3705139,2190.5,100.4000015,757,459.5,731,355.4500122,796.5,138.3999939,2660,7.449999809,290.7999878,624.3256226,1137.366577,1646.199951,1662.811035,1119,376.7000122,46.66659927,624.5,1825.652222,1060
15/06/2010,1014,2669.639404,1395,114.6999969,876,1000.276978,3079,325.1000061,283.4049072,2179,103.5999985,761,465.2999878,742,342,800.5,139.8000031,2669,7.409999847,301.1000061,624.8781128,1128.560547,1662.599976,1659.36499,1107,384.5,46.66659927,627.5,1832.494141,1070
16/06/2010,1014,2666.65332,1415,113.6999969,877,1005.411011,3083,325.7000122,281.6036072,2196.5,101.9000015,767.5,462,745,337,796.5,140.6000061,2669,7.449999809,304,627.0880737,1130.788574,1668.599976,1654.194946,1117,393.8999939,46.66659927,639,1778.899048,1055
17/06/2010,1010,2660.18335,1400,110.1999969,868,1019.101685,3082,324.7000122,288.8088074,2198,102.4000015,775,452.2999878,740.5,359.7000122,792,139.6000061,2593,7.559999943,298.7999878,624.3256226,1129.62146,1672.900024,1659.36499,1115,390,46.66659927,641,1794.863647,1025
18/06/2010,999,2632.810059,1418,110,877.5,1031.081055,3068,326.2999878,288.5317078,2177,107.0999985,782.5,457.1000061,745,357.4500122,797,136.8000031,2580,7.570000172,301.8999939,627.0880737,1128.560547,1666.900024,1707.612061,1112,388.6000061,46.66659927,635.5,1796.003906,1060
21/06/2010,1007,2723.888184,1422,110,921,1033.648071,3044,323.7999878,292.9194031,2170,103.8000031,789.5,457.5,746.5,349.5,813,136.3000031,2552,7.559999943,302.6000061,615.4855957,1138.427612,1684.900024,1703.303955,1111,381.7999878,46.66659927,636.5,1819.950562,1086
22/06/2010,1014,2670.137207,1417,107.9000015,899.5,1031.936646,3048,321.7999878,287.0537109,2174,108.4000015,795,452.7999878,729,334.2000122,799,135.5,2424,7.550000191,297.8999939,607.7504883,1142.777588,1641.099976,1676.595947,1109,377.7000122,46.66659927,630,1781.17981,1052
23/06/2010,1003,2608.920654,1405,106.3000031,878.5,1003.699585,2996.5,320,277.8623962,2153,108,796.5,446,715,333.5,794,135.3000031,2377,,299,607.7504883,1123.043457,1573.099976,1647.302979,1088,375.7000122,46.66659927,614,1688.813843,1059
24/06/2010,991,2533.270996,1405,102.4000015,855.5,993.4315796,2997,317.7999878,265.1146851,2118,108.1999969,800,437.6000061,701.5,325.25,790,132,2324,7.449999809,307.2999878,591.7280273,1115.404419,1549,1638.687012,1074,375.7000122,46.66659927,614.5,1663.726807,1026
25/06/2010,986,2463.593506,1402,99.5,827,999.4213257,2966,319,259.7569885,2129,104.5,801,440.2000122,689.5,304.6000061,784.5,130.6999969,2302,7.425000191,305.7000122,592.8330078,1109.887451,1518,1619.733032,1070,381.2999878,46.66659927,610.5,1635.21875,1003
28/06/2010,986.5,2518.837646,1413,98.5,848,1005.411011,2961.5,319,263.5905151,2146.5,102.9000015,787,446.2000122,689,308.25,795,131.5,2287,7.269999981,306,592.2805176,1137.366577,1555,1631.795044,1064,381.7000122,46.66659927,614.5,1644.341431,1052
29/06/2010,973,2376.994385,1391,90.84999847,798.5,964.3389282,2947,312.7999878,246.9631042,2097.5,98,770,437.7999878,674,302.8999939,764,130.5,2154,7.46999979,296.5,571.8380127,1114.237427,1471.5,1623.178955,1058,369.1000061,46.66659927,602,1582.76416,1000
30/06/2010,974.5,2339.667236,1409,89.84999847,786.5,966.9058838,3169,313.5,249.9190979,2136.5,94.80000305,763.5,435.6000061,673.5,318.8999939,761.5,130.1000061,2183,7.284999847,296.7000122,565.760498,1107.659302,1470.699951,1601.640015,1060,376.2999878,46.66659927,586,1526.888428,979.5
01/07/2010,950.5,2261.031494,1390,93.5,763.5,979.7409058,3093,307.2000122,235.8782043,2091,92.44999695,769.5,429,661.5,327.9500122,745.5,128,2110,7.409999847,293.5,554.7105103,1067.023926,1413,1550.807983,1042,374.3999939,46.66659927,584,1478.994995,969
02/07/2010,949,2292.883789,1400,93.55000305,777.5,976.3181763,3088.5,308.5,246.5935974,2119,92.34999847,773,436.2999878,664,322,739.5,126.5999985,2143,7.449999809,292.7999878,558.5780029,1103.309326,1438,1531.854004,1037,376,46.66659927,578,1507.503052,964
05/07/2010,947,2244.607422,1398,94.80000305,761,979.7409058,3051.5,309.1000061,239.4346008,2125.5,93.90000153,785.5,437.7000122,658,333.2999878,745,126.3000031,2117,,293.2999878,565.2080078,1131.849609,1414.699951,1533.577026,1033,380.6000061,46.66659927,582.5,1516.625488,950
06/07/2010,970.5,2349.621094,1418,96.5,818.5,1013.967712,3143,314.7999878,253.6602936,2171.5,98.90000153,807.5,450,669,345.5,769,130.1999969,2185,7.400000095,299.2000122,577.3629761,1165.90686,1467.199951,1562.869995,1048,386,46.66659927,587.5,1553.115845,996.5
07/07/2010,980.5,2354.598145,1445,94.30000305,823.5,1025.947021,3119,317.7000122,269.3640137,2172.5,98.80000305,818,453.1000061,674.5,362.0499878,758.5,134.8999939,2182,7.525000095,307.5,581.78302,1174.713013,1382.900024,1563.730957,1061,389.7999878,46.66659927,589,1549.694824,1032
08/07/2010,995,2400.883789,1468,97.25,851.5,1061.029541,3184,320.5,278.9708862,2211,102.0999985,833,456.6000061,691,367,787,136,2200,7.550000191,308.2000122,595.59552,1198.90332,1353.599976,1576.655029,1085,390,46.66659927,597,1579.34314,1060
09/07/2010,1007,2410.837891,1474,96,886,1087.555176,3222,321.7000122,277.539093,2208.5,102.0999985,827,447.5,689.5,364.7999878,794,140,2208,7.519999981,308.1000061,593.385498,1198.90332,1336.400024,1575.792969,1088,393.1000061,46.66659927,605,1582.76416,1089
12/07/2010,1013,2374.008301,1460,95.5,902,1083.276855,3236.5,321,277.0772095,2219,102.5,830,450,690,398.9500122,789.5,138.6999969,2212,7.5,309.5,597.2529907,1191.158081,1370.900024,1586.994019,1099,383.6000061,48.33330154,613,1591.886597,1072
13/07/2010,1035,2403.372314,1477,97.65000153,932.5,1096.967651,3270,328.5,288.7626038,2277,105,827,452.7000122,708,410.3500061,818.5,143.3999939,2284,7.440000057,312.7999878,610.5130005,1218.637451,1427.199951,1591.301025,1111,386.8999939,48.33330154,632,1655.744629,1097
14/07/2010,1049,2405.363037,1432,98.5,913,1102.101563,3271,318.8999939,289.6401978,2266.5,104.3000031,822,450.6000061,714,401,794,142.3000031,2254,7.275000095,313.1000061,614.9331055,1226.382568,1418.199951,1585.27002,1118,380.1000061,48.33330154,633.5,1624.955933,1113
15/07/2010,1056,2355.095947,1426,95.09999847,903,1146.596436,3240,316.5,277.4466858,2269.5,102.1999969,822,448.7999878,714.5,401.75,790.5,139.8000031,2215,6.710000038,310.7999878,611.617981,1232.960571,1388.099976,1587.42395,1112,384.3999939,48.33330154,649,1601.009155,1101
16/07/2010,1056,2327.722656,1410,91.19999695,903,1103.812866,3206.5,318.6000061,262.9439087,2265.5,99.30000305,827,443.2000122,706,407.1499939,799.5,139.3999939,2177,6.539999962,309.2000122,616.0380859,1245.055664,1333.800049,1592.162964,1114,376.7999878,43.66659927,649,1555.396362,1060
19/07/2010,1031,2342.155762,1409,88.19999695,913,1088.410889,3216.5,318.2999878,263.5444031,2238.5,93.84999847,812,443,697.5,387.8500061,805,139,2146,6.150000095,307.8999939,615.4855957,1241.766724,1336,1569.332031,1109,377,48.33330154,648.5,1554.256104,1050
20/07/2010,1015,2366.045166,1425,87,936,1078.142822,3202,312.8999939,263.1286926,2238,93.80000305,813,443.1000061,694,387.4500122,819.5,134.5,2150,6.099999905,303.3999939,604.9879761,1250.466675,1319.599976,1549.084961,1100,378.2999878,48.33330154,636,1515.485229,1062
21/07/2010,1041,2397.897705,1455,92.69999695,981,1091.833618,3185.5,315.2000122,268.1169128,2233.5,95.55000305,822.5,449.5,703,399.8999939,841,136.3000031,2209,6.199999809,308.1000061,612.1704712,1267.017944,1343.300049,1585.27002,1109,367.1000061,48.33330154,646.5,1545.133545,1095
22/07/2010,1061,2466.082031,1488,96.44999695,1008,1109.802612,3223,315.7999878,280.4950867,2266,98,837,456.7000122,723.5,400,856,141,2306,6.050000191,311.6000061,625.430603,1283.463135,1404,1602.501953,1127,374,48.33330154,649,1573.641479,1104
23/07/2010,1074,2510.874512,1498,100.0999985,1011,1145.740723,3146.5,316.5,278.9708862,2266.5,100.1999969,832.5,462.5,726.5,398.6000061,869,140.6999969,2319,6.25,314.5,625.430603,1286.752075,1401.400024,1600.777954,1132,373.6000061,48.33330154,653,1644.341431,1091
26/07/2010,1086,2527.298584,1506,100.8000031,1014,1159.431396,3126,316.8999939,291.5799866,2282.5,100.3000031,834,466,727.5,416.9500122,884,142.1999969,2357,6.449999809,312.5,625.9830933,1288.980225,1420.800049,1612.839966,1143,376.7000122,48.33330154,647,1651.18335,1063
27/07/2010,1091,2522.819336,1499,99.90000153,1005,1157.720093,3189,318.6000061,313.6575012,2259.5,101.3000031,827.5,472.2999878,716.5,406,852.5,141.5,2331,6.400000095,307.7000122,616.5905762,1397.730225,1419.900024,1611.116943,1137,385.6000061,48.33330154,637,1651.18335,1040
28/07/2010,1044,2527.796387,1473,99.15000153,994,1160.287109,3202.5,317,313.2417908,2242.5,97.55000305,816,469.7000122,705,402.5,846.5,139.8999939,2321,6.275000095,304,598.9105225,1392.319336,1397.5,1598.19397,1112,383.6000061,48.33330154,634,1655.744629,1034
29/07/2010,1028,2529.289307,1463,99.05000305,997.5,1157.720093,3289,320.1000061,308.6231079,2197,98.09999847,820,466.8999939,703.5,413.4500122,848,144.8000031,2306,6.375,306.7000122,591.1754761,1436.243652,1396.699951,1629.209961,1104,388.5,48.33330154,635,1656.884888,1029
30/07/2010,1027,2512.865479,1448,97,988,1138.039673,3238,312.3999939,307.4222107,2194,96.25,810,461.7999878,690,405.9500122,841.5,142.1999969,2300,6.5,303.8999939,585.6505127,1418.63147,1372.599976,1632.224976,1107,384,43.66659927,627.5,1639.780151,1031
02/08/2010,1040,2614.893066,1513,99.30000305,1037,1166.276855,3259,318.8999939,317.7219849,2188,101.1999969,821.5,471.5,693,413.1000061,859.5,142.5,2340,6.349999905,309.8999939,606.0930176,1476.87915,1425.099976,1636.963989,1127,386.7000122,43.66659927,637,1667.147827,1058
03/08/2010,1041,2591.999023,1518,96.15000153,1037,1149.163452,3282,320.7999878,316.6134949,2234,103.5,822,469.5,697,415.6499939,864,143.6000061,2329,6.150000095,321,604.4354858,1431.787598,1409.599976,1644.718018,1118,386.7999878,48.33330154,634,1667.147827,1070
04/08/2010,1037,2575.077393,1509,94.25,1018,1138.039673,3237.5,324.6000061,313.9346008,2252,105,818.5,457.1000061,700.5,421.6499939,859.5,143.5,2351,6.315000057,319.1000061,606.6455078,1409.825439,1398.400024,1642.133057,1123,386,48.33330154,634,1691.094482,1098
05/08/2010,1030,2568.109619,1498,95.44999695,1023,1150.019043,3269,323.3999939,299.2933044,2222.5,107.0999985,831.5,457.1000061,701.5,423.3999939,873,144.3000031,2333,6.309999943,319,591.1754761,1452.688843,1405.699951,1663.241943,1103,390.6000061,48.33330154,628.5,1691.094482,1043
06/08/2010,1015,2519.335449,1487,100,1025,1158.575684,3255,320,299.8475037,2212,104.5999985,824.5,449.7999878,688.5,425.3500061,855.5,143,2312,6.260000229,318.8999939,581.78302,1441.760742,1374.300049,1664.534058,1079,384.8999939,48.33330154,623.5,1676.270264,1057
09/08/2010,1037,2522.321533,1506,100.9000015,1047,1162.854126,3305,324.6000061,309.4544983,2252.5,107.1999969,827.5,458.8999939,684.5,432.75,862.5,146.3000031,2317,,321.3999939,589.5180054,1450.460815,1411.300049,1661.088013,1105,388,48.33330154,631.5,1707.05896,1075
10/08/2010,1040,2462.100342,1495,97.30000305,1021,1146.596436,3348,326.8999939,308.2073975,2224,101.4000015,805,453.7999878,688.5,419.3500061,858,146.3999939,2226,6.324999809,323.7000122,580.1254883,1415.342529,1389.400024,1654.194946,1102,385,51.66659927,634,1685.392944,1062
11/08/2010,1017,2347.132813,1464,93.5,989.5,1138.039673,3273.5,317,289.6863098,2210,97.5,797.5,446.7999878,683,411,832.5,137.8000031,2175,6.239999771,319.7000122,569.6279907,1377.996094,1341.599976,1652.472046,1096,379.8999939,48.33330154,621.5,1632.938232,1022
12/08/2010,1027,2365.547607,1467,90.84999847,995.5,1150.019043,3295.5,312.7000122,285.9451904,2232.5,96.25,797.5,449.7999878,688.5,410.0499878,826,138.3000031,2180,6.349999905,330.1000061,560.2354736,1393.380249,1293.400024,1641.271973,1109,378.8999939,48.33330154,617.5,1563.37854,1022
13/08/2010,1023,2359.575195,1459,91.40000153,990.5,1144.88501,3295,309.1000061,292.8270874,2253,94.84999847,800,449.3999939,688.5,416.3999939,829,138.3999939,2150,6.175000191,327.7999878,553.6055298,1383.513184,1277.900024,1645.579956,1108,388.8999939,48.33330154,617.5,1515.485229,1004
16/08/2010,1025,2397.897705,1466,89.75,1003,1146.596436,3306.5,304.7000122,294.0278931,2261,94,800.5,451.3999939,688,409.75,829,137.1999969,2141,6.059999943,324.2000122,558.5780029,1405.475342,1269.300049,1642.994995,1110,398.1000061,48.33330154,619.5,1494.959473,1018
17/08/2010,1027,2461.602783,1489,94.65000153,1047,1157.720093,3317.5,313.2000122,302.1568909,2280.5,94.40000153,802.5,459,699.5,408,847.5,139,2195,6.125,326.3999939,572.3905029,1465.844849,1302,1669.271973,1105,399.3999939,48.33330154,634,1520.046509,1051
18/08/2010,1030,2409.842285,1481,91.05000305,1035,1199.647827,3282,309.6000061,299.9861145,2232.5,95.5,801.5,459.6000061,699,397.6000061,847,139,2176,6.070000172,327.7999878,567.97052,1482.39624,1291.699951,1676.595947,1093,404.7999878,48.33330154,637,1538.291626,1025
19/08/2010,1022,2349.123535,1479,90.09999847,1023,1180.82312,3250.5,303.7999878,295.0440979,2178.5,95.25,803,453.2999878,691.5,386.7000122,836,135.3999939,2145,6.085000038,321.7000122,564.6555176,1428.498657,1227.599976,1675.734009,1082,398.3999939,48.33330154,624.5,1509.783569,1002
20/08/2010,1009,2329.21582,1462,87.55000305,1011,1187.668457,3247.5,302.2999878,293.1965942,2166,94.15000153,802,448.7000122,682,388.3500061,833,133.6000061,2108,5.974999905,322.5,557.0531006,1387.863159,1195.300049,1658.503052,1078,398.7000122,48.33330154,622,1459.609497,990
23/08/2010,1016,2352.607422,1477,86.59999847,1027,1203.926147,3295,302.2000122,294.9054871,2177.5,95.69999695,805,453.2999878,681,390.6000061,837.5,135.5,2120,6,322,557.4730225,1390.091187,1210.800049,1655.917969,1082,402.2999878,48.33330154,622.5,1489.257935,1011
24/08/2010,1051,2309.307861,1473,82.25,1012,1187.668457,3233.5,298.2999878,285.5757141,2201.5,92.65000153,804,447.7000122,679,377.5,848.5,135.1999969,2064,5.875,320.7000122,567.4180298,1380.224121,1008.099976,1622.317993,1076,390.1000061,48.33330154,616.5,1412.856445,1000
25/08/2010,1047,2243.612061,1512,78.30000305,977.5,1197.936523,3230,299.1000061,275.2759094,2181,91.44999695,805,449.3999939,682,375.1499939,820.5,132.6000061,2037,5.824999809,324.8999939,570.7329712,1351.577759,1024.900024,1636.963989,1066,385.5,48.33330154,606,1394.611328,997.5
26/08/2010,1052,2291.390869,1524,77.5,1012,1192.80249,3216.5,300.1000061,278.9708862,2214,93.90000153,805.5,447.5,685,385.6000061,839,130.6000061,2069,5.769999981,323.2999878,580.1254883,1376.935059,1037.800049,1645.579956,1050,382.7999878,48.33330154,616.5,1413.996704,1045
27/08/2010,1055,2284.920898,1519,79,1024,1197.080811,3241,296.5,280.7721863,2224,96.44999695,815,454.6000061,702,379.6499939,846.5,134.1999969,2116,5.949999809,329.2999878,583.992981,1403.247314,1041.300049,1658.503052,1062,393.1000061,48.33330154,626,1434.522461,1056
30/08/2010,,,,,,,,,,,,,,,,,,,5.949999809,,,,,,,,,,,
31/08/2010,1058,2329.21582,1522,76.94999695,1032,1221.039551,3228,294.7000122,279.3403931,2216,96.05000305,819,456.3999939,711,380.6000061,850,133.1999969,2117,6.110000134,325.2999878,589.5180054,1406.536377,1058.5,1710.197021,1059,396.8999939,48.33330154,621.5,1435.662842,1090
01/09/2010,1069,2445.178711,1562,81,1094,1253.555054,3285,302,291.4414978,2291,100.8000031,839.5,469.8999939,737,388.75,855,136.6999969,2196,6.449999809,331.3999939,597.2529907,1437.304688,1095.5,1723.980957,1097,406.2000122,48.33330154,644.5,1523.467529,1119
02/09/2010,1072,2453.639648,1549,86,1082,1253.555054,3280,313.2999878,288.208313,2300,102,831,467,746,392.6000061,859.5,136.1000061,2264,6.574999809,325.7999878,590.0704956,1472.529053,1104.099976,1740.350952,1092,408.2999878,48.33330154,644,1547.414185,1097
